,recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,expendInfoId,expendDt,expendAmount,expendDescr,expendCatCd,expendCatDescr,itemizeFlag,travelFlag,politicalExpendCd,reimburseIntendedFlag,srcCorpContribFlag,capitalLivingexpFlag,payeePersentTypeCd,payeeNameOrganization,payeeNameLast,payeeNameSuffixCd,payeeNameFirst,payeeNamePrefixCd,payeeNameShort,payeeStreetAddr1,payeeStreetAddr2,payeeStreetCity,payeeStreetStateCd,payeeStreetCountyCd,payeeStreetCountryCd,payeeStreetPostalCode,payeeStreetRegion,creditCardIssuer,repaymentDt,file_origin
2263,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606519,2018-06-29,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2264,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606520,2018-06-30,12.64,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_08_20250211dl
2265,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692123,2018-07-03,396.60,Reagan gala programs,EVENT,,Y,N,Y,N,N,,ENTITY,UPS Store,,,,,,4300 W. Waco DR,,Waco,TX,,USA,76710,,,,expend_08_20250211dl
2266,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692124,2018-07-05,330.00,Robocalls,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2267,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692125,2018-07-05,119.06,Nametags,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2268,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692126,2018-07-05,100.00,robocalls,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2269,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692127,2018-07-09,58.63,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2270,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692128,2018-07-26,945.96,Invitations,EVENT,,Y,N,Y,N,N,,ENTITY,Thomas Graphics,,,,,,9501 N. I-35,,Austin,TX,,USA,78753,,,,expend_08_20250211dl
2271,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692129,2018-07-30,239.00,Website software,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2272,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692130,2018-07-30,213.04,Food Beverage,EVENT,,Y,N,Y,N,N,,ENTITY,Dagar's Catering,,,,,,834 Kramer LN,,Austin,TX,,USA,78758,,,,expend_08_20250211dl
2273,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692131,2018-07-31,639.15,Food Beverage,EVENT,,Y,N,Y,N,N,,ENTITY,Dagar's Catering,,,,,,834 Kramer LN,,Austin,TX,,USA,78758,,,,expend_08_20250211dl
2274,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692132,2018-07-31,26.85,Moving supplies expense,OVERHEAD,,Y,N,Y,N,N,,ENTITY,U-Haul,,,,,,8710 Burnett RD,,Austin,TX,,USA,78757,,,,expend_08_20250211dl
2275,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692133,2018-08-02,142.59,Moving van rental,OVERHEAD,,Y,N,Y,N,N,,ENTITY,U-Haul,,,,,,8710 Burnett RD,,Austin,TX,,USA,78757,,,,expend_08_20250211dl
2276,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692134,2018-08-06,1400.00,Fundraising expense,EVENT,,Y,N,Y,N,N,,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2277,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692135,2018-08-07,100.00,Moving expense,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Mackowiak,,,,,,6009 Bon Terra DR,,Austin,TX,,USA,78731,,,,expend_08_20250211dl
2278,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692136,2018-08-07,63.96,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2279,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692137,2018-08-13,233.70,Courtland Pettigrew moving labor/expenses,OVERHEAD,,Y,N,Y,N,N,,INDIVIDUAL,,Courtland,,Pettigrew,,,1001 E University AVE,,Georgetown,TX,,USA,78626,,,,expend_08_20250211dl
2280,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692138,2018-08-16,116.53,Nametags,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2281,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692139,2018-08-17,11.45,Paper drink tickets,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2282,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692140,2018-08-20,359.85,Nametags,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2283,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692141,2018-08-20,83.94,Nametags,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2284,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692142,2018-08-21,500.00,Contribution,DONATIONS,,Y,N,Y,N,N,,ENTITY,Workman for Texas,,,,,,P.O. Box 340210,,Austin,TX,,USA,78734,,,,expend_08_20250211dl
2285,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692143,2018-08-22,100.79,Salas incentive prize,EVENT,,Y,N,Y,N,N,,ENTITY,QuickGifts,,,,,,2705 Bee Cave Rd,Ste 210,Austin,TX,,USA,78746,,,,expend_08_20250211dl
2286,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692144,2018-08-27,7500.00,Speakers fee,EVENT,,Y,N,Y,N,N,,ENTITY,DJD Creative,,,,,,4655 Cass ST,Suite 304,San Diego,CA,,USA,92109,,,,expend_08_20250211dl
2287,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692145,2018-08-29,1778.00,Food Beverage,EVENT,,Y,N,Y,N,N,,ENTITY,Dagar's Catering,,,,,,834 Kramer LN,,Austin,TX,,USA,78758,,,,expend_08_20250211dl
2288,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692146,2018-08-29,239.00,Website software,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2289,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692147,2018-08-30,259.80,Event Security,EVENT,,Y,N,Y,N,N,,ENTITY,Sentry Security,,,,,,1106 Clayton Ln,,Austin,TX,,USA,78723,,,,expend_08_20250211dl
2290,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692148,2018-09-04,5357.00,Food Beverage,EVENT,,Y,N,Y,N,N,,ENTITY,Bert's,,,,,,907 W 24th,,Austin,TX,,USA,78705,,,,expend_08_20250211dl
2291,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692149,2018-09-04,441.95,Food and beverage,EVENT,,Y,N,Y,N,N,,ENTITY,Bert's BBQ,,,,,,907 W 24th,,Austin,TX,,USA,78705,,,,expend_08_20250211dl
2292,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692150,2018-09-04,389.33,Reimbursement for printing,EVENT,,Y,N,Y,N,N,,INDIVIDUAL,,Birk,,Carla,,,1701 Jackpot Run,,Leander,TX,,USA,78641,,,,expend_08_20250211dl
2293,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692151,2018-09-04,79.16,reimbursement for office supplies,OVERHEAD,,Y,N,Y,N,N,,INDIVIDUAL,,Day,,Lauren,,,4209 Canyon Glen Circle,,Austin,TX,,USA,78732,,,,expend_08_20250211dl
2294,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692152,2018-09-05,184.94,Reimbursement for FB ads,ADVERTISE,,Y,N,Y,N,N,,INDIVIDUAL,,Mackowiak,,Matt,,,6009 Bon Terra DR,,Austin,TX,,USA,78731,,,,expend_08_20250211dl
2295,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692153,2018-09-06,100.00,Robocalls,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2296,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692154,2018-09-07,1700.00,Speaker books,EVENT,,Y,N,Y,N,N,,ENTITY,D'Souza Media,,,,,,4655 Cass ST,Suite 304,San Diego,CA,,USA,92109,,,,expend_08_20250211dl
2297,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692155,2018-09-07,680.00,Speaker books,EVENT,,Y,N,Y,N,N,,ENTITY,D'Souza Media,,,,,,4655 Cass ST,Suite 304,San Diego,CA,,USA,92109,,,,expend_08_20250211dl
2298,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692156,2018-09-07,307.94,Speaker expenses,EVENT,,Y,N,Y,N,N,,ENTITY,D'Souza Media,,,,,,4655 Cass ST,Suite 304,San Diego,CA,,USA,92109,,,,expend_08_20250211dl
2299,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692157,2018-09-07,79.95,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2300,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692158,2018-09-11,263.87,Valet parking,EVENT,,Y,N,Y,N,N,,ENTITY,Central Texas Valet,,,,,,10107 Signal Hill Rd,building A,Austin,TX,,USA,78737,,,,expend_08_20250211dl
2301,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692159,2018-09-14,1471.98,Outreach,EVENT,,Y,N,Y,N,N,,ENTITY,US Coachways,,,,,,100 Saint Mary's Ave,,Staten Island,NY,,USA,10305,,,,expend_08_20250211dl
2302,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692160,2018-09-14,500.00,Contribution,DONATIONS,,Y,N,Y,N,N,,ENTITY,Jimmy Blacklock Campaign,,,,,,P.O. Box 1588,,Austin,TX,,USA,78767,,,,expend_08_20250211dl
2303,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692161,2018-09-14,500.00,Contribution,DONATIONS,,Y,N,Y,N,N,,ENTITY,Yes on Proposition K,,,,,,806 Jewell St,,Austin,TX,,USA,78704,,,,expend_08_20250211dl
2304,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692162,2018-09-17,108.24,Office 365,OVERHEAD,,Y,N,Y,N,N,,ENTITY,MICROSOFT,,,,,,1 Microsoft Way,,Redmond,WA,,USA,98052,,,,expend_08_20250211dl
2305,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692163,2018-09-24,234.77,Cellphone and first month,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Cricket Wireless,,,,,,11211 US-290,STE 100,Manor,TX,,USA,78653,,,,expend_08_20250211dl
2306,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692164,2018-09-24,200.49,Reimburse Matt for food,EVENT,,Y,N,Y,N,N,,INDIVIDUAL,,Mackowiak,,Matt,,,6009 Bon Terra DR,,Austin,TX,,USA,78731,,,,expend_08_20250211dl
2307,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692165,2018-09-26,500.00,Contribution,DONATIONS,,Y,N,Y,N,N,,ENTITY,Mike Toth for Justice,,,,,,P.O. Box 1286,,Austin,TX,,USA,78767,,,,expend_08_20250211dl
2308,EXPN,CEC,F1,100723285,20181009,N,00039023,CEC,Travis County Republican Party (CEC),103692166,2018-09-27,350.00,Ward for City Council,DONATIONS,,Y,N,Y,N,N,,ENTITY,Ward for Austin,,,,,,P.O. Box 93146,,Austin,TX,,USA,78709,,,,expend_08_20250211dl
2309,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763016,2018-10-19,5000.00,Contribution,DONATIONS,,Y,N,Y,N,N,,ENTITY,Texas Civil Justice League PAC,,,,,,400 W. 15th ST,STE 1400,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2310,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763017,2018-09-28,2000.00,Salary,OVERHEAD,,Y,N,Y,N,N,,INDIVIDUAL,,Schwaegel,,Brian,,,14817 Spillman Ranch LP,,Austin,TX,,USA,78738,,,,expend_08_20250211dl
2311,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763018,2018-10-05,828.05,Fundraising reimbursement,ADVERTISE,,Y,N,Y,N,N,,INDIVIDUAL,,Mackowiak,,Matt,,,6009 Bon Terra DR,,Austin,TX,,USA,78731,,,,expend_08_20250211dl
2312,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763019,2018-10-05,500.00,Penalty,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Texas Ethics Commission,,,,,,201 E. 14th ST,10th Floor,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2313,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763020,2018-10-22,401.55,Office Supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Office Depot,,,,,,4501 W. Braker Ln,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2314,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763021,2018-10-12,301.80,Airfare,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Delta Airlines,,,,,,P.O. Box 20980,,Atlanta,GA,,USA,30320,,,,expend_08_20250211dl
2315,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763022,2018-09-28,261.25,Salary,OVERHEAD,,Y,N,Y,N,N,,INDIVIDUAL,,Guillemette,,Parker,,,3103 Edgewater Dr,,Austin,TX,,USA,78733,,,,expend_08_20250211dl
2316,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763023,2018-10-01,239.00,Website software,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2317,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763024,2018-10-12,200.00,Food and Beverage,OVERHEAD,,Y,N,Y,N,N,,ENTITY,County Line,,,,,,5204 Ranch Road 2222,,Austin,TX,,USA,78731,,,,expend_08_20250211dl
2318,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763025,2018-10-25,196.53,Office Supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Uline,,,,,,P.O. Box 88741,,Chicago,IL,,USA,60680,,,,expend_08_20250211dl
2319,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763026,2018-10-12,179.80,Airfare,OVERHEAD,,Y,N,Y,N,N,,ENTITY,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,,USA,75261,,,,expend_08_20250211dl
2320,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763027,2018-10-22,148.28,Office Supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Walmart,,,,,,702 SW 8th ST,,Bentonville,AR,,USA,72716,,,,expend_08_20250211dl
2321,EXPN,CEC,F1,100729348,20181219,N,00039023,CEC,Travis County Republican Party (CEC),103763028,2018-10-19,129.90,Office Supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2322,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821352,2018-11-05,15166.20,Telephone voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2323,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821353,2018-11-08,9975.48,Voter contact,ADVERTISE,,Y,N,Y,N,N,N,ENTITY,Rumble Up,,,,,,2021 L St NW,,Washington,DC,,USA,20037,,,,expend_08_20250211dl
2324,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821354,2018-11-05,9800.00,Donation,DONATIONS,,Y,N,Y,N,N,,ENTITY,Vote Yes on Prop K PAC,,,,,,1105 East 6th St,,Austin,TX,,USA,78702,,,,expend_08_20250211dl
2325,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821355,2018-10-29,9369.37,Voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,"Barrage, LLC",,,,,,823 Congress Ave,#1300,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2326,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821356,2018-12-11,1714.25,Telephone voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2327,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821357,2018-11-16,836.63,Rent,OVERHEAD,,Y,N,Y,N,N,,ENTITY,"1303 Properties, LTD",,,,,,807 Brazos St,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2328,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821358,2018-11-05,820.00,Telephone voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2329,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821359,2018-10-28,500.00,Donation,DONATIONS,,Y,N,Y,N,N,,ENTITY,CEEDS,,,,,,P.O. Box 1752,,Dripping Springs,TX,,USA,78620,,,,expend_08_20250211dl
2330,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821360,2018-11-07,500.00,Donation,DONATIONS,,Y,N,Y,N,N,,ENTITY,David Puryear for Justice,,,,,,811 Trinity St Suite A,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2331,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821361,2018-11-26,500.00,Donation,DONATIONS,,Y,N,Y,N,N,,ENTITY,Cindy Olson Bourland for Justice,,,,,,P.O. Box 548,,Round Rock,TX,,USA,78680,,,,expend_08_20250211dl
2332,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821362,2018-11-08,250.00,Donation,DONATIONS,,Y,N,Y,N,N,,ENTITY,Gabriel Nila for State Rep,,,,,,19332 James Manor St,,Manor,TX,,USA,78653,,,,expend_08_20250211dl
2333,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821363,2018-11-29,239.00,Website subscription fee,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave,2nd floor,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2334,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821364,2018-12-31,239.00,Website subscription fee,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave,2nd floor,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2335,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821365,2018-12-03,120.00,Trailer Park Show fees,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Austin Film Society,,,,,,1143 Northwestern Ave,,Austin,TX,,USA,78702,,,,expend_08_20250211dl
2336,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821366,2018-11-23,62.00,Cell phone service,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Cricket Wireless,,,,,,575 Morosgo Dr NE,,Atlanta,GA,,USA,30324,,,,expend_08_20250211dl
2337,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821367,2018-12-24,62.00,Cell phone service,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Cricket Wireless,,,,,,575 Morosgo Dr NE,,Atlanta,GA,,USA,30324,,,,expend_08_20250211dl
2338,EXPN,CEC,F1,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821368,2018-12-11,5097.75,Telephone voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Victory Solutions,,,,,,19571 Progress Dr,,Strongsville,OH,,USA,44149,,,,expend_08_20250211dl
2339,EXPN,CEC,F2,100735819,20190115,N,00039023,CEC,Travis County Republican Party (CEC),103821387,2018-10-30,26011.84,Printing and mailing campaign pieces,ADVERTISE,,Y,N,Y,N,N,N,ENTITY,OneTouchPoint,,,,,,P.O.Box 675071,,Dallas,TX,,USA,75267-5071,,,,expend_08_20250211dl
2340,EXPN,CEC,F1,100742117,20190329,N,00039023,CEC,Travis County Republican Party (CEC),103845794,2019-03-01,239.00,Website subscription fee,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave,2nd floor,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2341,EXPN,CEC,F1,100742117,20190329,N,00039023,CEC,Travis County Republican Party (CEC),103845795,2019-01-29,239.00,Website subscription fee,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave,2nd floor,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2342,EXPN,CEC,F1,100742117,20190329,N,00039023,CEC,Travis County Republican Party (CEC),103845796,2019-01-14,800.00,Communications Director compensation,SALARIES,,Y,N,Y,N,N,,ENTITY,Hogue,,,,,,1306 Laurel Glen Blvd,,Leander,TX,,USA,78641,,,,expend_08_20250211dl
2343,EXPN,CEC,F1,100742117,20190329,N,00039023,CEC,Travis County Republican Party (CEC),103845797,2019-02-08,7319.25,Executive Director Compensation,SALARIES,,Y,N,Y,N,N,,ENTITY,Davis,,,,,,4501 Avenue C,,Austin,TX,,USA,78751,,,,expend_08_20250211dl
2344,EXPN,CEC,F1,100742117,20190329,N,00039023,CEC,Travis County Republican Party (CEC),103845798,2019-03-01,26011.84,Voter contact,ADVERTISE,,Y,N,Y,N,N,,ENTITY,OneTouchPoint,,,,,,PO Box 675071,,Dallas,TX,,USA,75267,,,,expend_08_20250211dl
2345,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103916980,2019-06-28,9.00,Monthly Service Charge on Account,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2346,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917030,2019-05-31,9.00,Monthly Service Charge on Account,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2347,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917034,2019-04-30,8.00,Monthly Service Charge on Account,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2348,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917049,2019-06-28,5.00,Monthly Service Charge,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2349,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917050,2019-06-28,9.00,Monthly Service Charge,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2350,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917057,2019-05-31,9.00,Monthly Service Charge,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2351,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917061,2019-05-29,35.00,Overdraft Charge,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2352,EXPN,CEC,I,100754065,20190712,Y,00039023,CEC,Travis County Republican Party (CEC),103917063,2019-04-30,5.00,Service Charge/fee,ACCOUNT,,Y,N,,N,N,N,ENTITY,Frost Bank,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
